import time: self [us] | cumulative | imported package
import time:       688 |        688 |                                         torch._functorch._aot_autograd.subclass_utils
import time:       782 |      10640 |                                       torch._functorch._aot_autograd.collect_metadata_analysis
import time:      1509 |       1509 |                                         torch._decomp.decompositions_for_rng
import time:       450 |        450 |                                         torch._functorch._aot_autograd.logging_utils
import time:      1593 |       3551 |                                       torch._functorch._aot_autograd.graph_capture_wrappers
import time:       684 |        684 |                                       torch._functorch._aot_autograd.input_output_analysis
import time:      4378 |      19251 |                                     torch._functorch._aot_autograd.runtime_wrappers
import time:      1112 |      20362 |                                   torch._dynamo.compiled_autograd
import time:    318141 |     318141 |                                   torch._dynamo._trace_wrapped_higher_order_op
import time:      3411 |     341913 |                                 torch._dynamo.variables.tensor
import time:      1261 |       1261 |                                   torch._dynamo.variables.ctx_manager
import time:      1016 |       2277 |                                 torch._dynamo.variables.torch_function
import time:      1161 |     346824 |                               torch._dynamo.codegen
import time:       982 |     430064 |                             torch._dynamo.side_effects
import time:     13269 |      13269 |                               torch._dynamo.variables.streams
import time:      1636 |      14905 |                             torch._dynamo.variables.builtin
import time:       966 |        966 |                             torch._dynamo.variables.distributed
import time:      2025 |       2025 |                             torch._dynamo.variables.higher_order_ops
import time:       838 |        838 |                             torch._dynamo.variables.optimizer
import time:       630 |        630 |                             torch._dynamo.variables.script_object
import time:       534 |        534 |                             torch._dynamo.variables.sdpa
import time:      1108 |       1108 |                             torch._dynamo.variables.torch
import time:      2456 |     466792 |                           torch._dynamo.variables.builder
import time:      1246 |     505374 |                         torch._dynamo.variables.base
import time:       834 |     506208 |                       torch._dynamo.variables
import time:     18222 |     564401 |                     torch._dynamo.trace_rules
import time:       513 |        513 |                     torch._dynamo.funcname_cache
import time:       722 |        722 |                         torch._dynamo.graph_region_tracker
import time:       767 |       1488 |                       torch._dynamo.graph_deduplication
import time:      5437 |       6924 |                     torch._dynamo.output_graph
import time:     11797 |     610751 |                   torch._dynamo.symbolic_convert
import time:       845 |        845 |                     torch._dynamo.comptime
import time:      1688 |       2532 |                   torch._dynamo.decorators
import time:       771 |        771 |                   torch._dynamo.cache_size
import time:      3852 |     626251 |                 torch._dynamo.convert_frame
import time:      6315 |       6315 |                 torch._dynamo.package
import time:      2546 |     635111 |               torch._dynamo.aot_compile
import time:      1607 |       1607 |               torch._dynamo.functional_export
import time:       799 |        799 |                 torch.onnx.errors
import time:       377 |        377 |                     torch.onnx.ops._dtype_mappings
import time:     11865 |      12242 |                   torch.onnx.ops._impl
import time:      7687 |       7687 |                   torch.onnx.ops._symbolic_impl
import time:       658 |      20586 |                 torch.onnx.ops
import time:       568 |        568 |                     torch.onnx._internal
import time:       755 |       1322 |                   torch.onnx._internal.exporter
import time:       592 |        592 |                   torch.onnx._internal._lazy_import
import time:       530 |        530 |                   torch.onnx._internal.exporter._dynamic_shapes
import time:       381 |        381 |                     torch.onnx._internal.exporter._constants
import time:       475 |        855 |                   torch.onnx._internal.exporter._ir_passes
import time:       906 |       4203 |                 torch.onnx._internal.exporter._onnx_program
import time:       543 |        543 |                 torch.onnx._internal.torchscript_exporter
import time:       455 |        455 |                   torch.onnx._constants
import time:       898 |        898 |                   torch.onnx._internal.torchscript_exporter._type_utils
import time:       847 |        847 |                     torch.onnx._internal.torchscript_exporter.registration
import time:       484 |        484 |                     torch.onnx._internal.torchscript_exporter._globals
import time:      1121 |       2451 |                   torch.onnx._internal.torchscript_exporter.jit_utils
import time:       482 |        482 |                     torch.onnx._internal.torchscript_exporter.onnx_proto_utils
import time:       907 |       1389 |                   torch.onnx._internal.torchscript_exporter.utils
import time:      1665 |       6856 |                 torch.onnx._internal.torchscript_exporter.symbolic_helper
import time:      3480 |       3480 |                   torch.onnx._internal.torchscript_exporter.symbolic_opset9
import time:      2862 |       6342 |                 torch.onnx._internal.torchscript_exporter.symbolic_opset10
import time:       667 |        667 |                 torch._functorch.make_functional
import time:    128293 |     168286 |               torch._dynamo.polyfills.loader
import time:       751 |     805754 |             torch._dynamo
import time:        26 |     805779 |           torch._dynamo._trace_wrapped_higher_order_op
import time:      6425 |     814299 |         transformers.masking_utils
import time:     20168 |      20168 |         transformers.pytorch_utils
import time:       967 |        967 |         transformers.tokenization_utils
import time:      2296 |       2296 |           transformers.generation.logits_process
import time:       888 |       3184 |         transformers.generation.candidate_generator
import time:      1850 |       1850 |         transformers.generation.configuration_utils
import time:       742 |        742 |             transformers.utils.metrics
import time:      1565 |       1565 |               transformers.generation.continuous_batching.requests
import time:       511 |       2076 |             transformers.generation.continuous_batching.cache_manager
import time:       954 |       3772 |           transformers.generation.continuous_batching.cache
import time:       547 |        547 |             transformers.generation.continuous_batching.scheduler
import time:      1865 |       2412 |           transformers.generation.continuous_batching.continuous_api
import time:       709 |       6891 |         transformers.generation.continuous_batching
import time:       786 |        786 |         transformers.generation.stopping_criteria
import time:      4078 |     858356 |       transformers.models.auto.auto_factory
import time:      2462 |       2462 |       transformers.models.encoder_decoder
import time:       556 |        556 |         tokenizers.trainers
import time:       767 |       1323 |       transformers.tokenization_utils_fast
import time:      1281 |       1281 |       huggingface_hub.serialization._base
import time:       607 |        607 |       huggingface_hub.serialization._tensorflow
import time:       856 |        856 |       huggingface_hub.serialization._torch
import time:       586 |        586 |       transformers.distributed
import time:       445 |        445 |       transformers.integrations.accelerate
import time:       425 |        425 |       transformers.integrations.eager_paged
import time:       555 |        555 |         transformers.modeling_flash_attention_utils
import time:      1219 |       1219 |         transformers.integrations.npu_flash_attention
import time:      2380 |       4153 |       transformers.integrations.flash_attention
import time:      1263 |       1263 |       transformers.integrations.flash_paged
import time:       686 |        686 |       transformers.integrations.flex_attention
import time:       842 |        842 |         kernels
import time:       542 |       1383 |       transformers.integrations.hub_kernels
import time:       607 |        607 |       transformers.integrations.sdpa_attention
import time:       405 |        405 |       transformers.integrations.sdpa_paged
import time:       883 |        883 |       transformers.integrations.tensor_parallel
import time:       505 |        505 |         transformers.loss
import time:       762 |        762 |                     PIL.GimpGradientFile
import time:       476 |        476 |                     PIL.GimpPaletteFile
import time:       473 |        473 |                     PIL.ImageColor
import time:       396 |        396 |                     PIL.PaletteFile
import time:       699 |       2804 |                   PIL.ImagePalette
import time:       553 |       3357 |                 PIL.ImageOps
import time:      1910 |       5266 |               transformers.image_utils
import time:       837 |       6103 |             transformers.image_transforms
import time:       576 |       6679 |           transformers.loss.loss_for_object_detection
import time:       617 |        617 |           transformers.loss.loss_rt_detr
import time:       556 |       7851 |         transformers.loss.loss_d_fine
import time:       457 |        457 |         transformers.loss.loss_deformable_detr
import time:       519 |        519 |         transformers.loss.loss_grounding_dino
import time:       679 |      10009 |       transformers.loss.loss_utils
import time:      4785 |       4785 |           transformers.utils.quantization_config
import time:       469 |        469 |             transformers.quantizers.quantizers_utils
import time:      1016 |       1484 |           transformers.quantizers.base
import time:       945 |        945 |           transformers.quantizers.quantizer_aqlm
import time:       462 |        462 |           transformers.quantizers.quantizer_auto_round
import time:       615 |        615 |           transformers.quantizers.quantizer_awq
import time:       425 |        425 |           transformers.quantizers.quantizer_bitnet
import time:       532 |        532 |           transformers.quantizers.quantizer_bnb_4bit
import time:       485 |        485 |           transformers.quantizers.quantizer_bnb_8bit
import time:       460 |        460 |           transformers.quantizers.quantizer_compressed_tensors
import time:       440 |        440 |           transformers.quantizers.quantizer_eetq
import time:       494 |        494 |           transformers.quantizers.quantizer_fbgemm_fp8
import time:       743 |        743 |           transformers.quantizers.quantizer_finegrained_fp8
import time:       507 |        507 |           transformers.quantizers.quantizer_fp_quant
import time:       479 |        479 |           transformers.quantizers.quantizer_gptq
import time:       496 |        496 |           transformers.quantizers.quantizer_higgs
import time:       925 |        925 |           transformers.quantizers.quantizer_hqq
import time:       524 |        524 |           transformers.quantizers.quantizer_mxfp4
import time:       538 |        538 |           transformers.quantizers.quantizer_quanto
import time:       419 |        419 |           transformers.quantizers.quantizer_quark
import time:       924 |        924 |           transformers.quantizers.quantizer_spqr
import time:       585 |        585 |           transformers.quantizers.quantizer_torchao
import time:       672 |        672 |           transformers.quantizers.quantizer_vptq
import time:      1212 |      19141 |         transformers.quantizers.auto
import time:       704 |      19844 |       transformers.quantizers
import time:       560 |        560 |       transformers.safetensors_conversion
import time:      2103 |       2103 |         transformers.trainer_utils
import time:       611 |        611 |           transformers.debug_utils
import time:      9028 |       9638 |         transformers.training_args
import time:      2087 |       2087 |             sentence_transformers.sampler
import time:      7006 |       9093 |           sentence_transformers.training_args
import time:       670 |       9762 |         sentence_transformers.cross_encoder.training_args
import time:       723 |        723 |                   sentence_transformers.readers.InputExample
import time:       442 |        442 |                   sentence_transformers.readers.LabelSentenceReader
import time:       464 |        464 |                   sentence_transformers.readers.NLIDataReader
import time:       471 |        471 |                   sentence_transformers.readers.STSDataReader
import time:       460 |        460 |                   sentence_transformers.readers.TripletReader
import time:       610 |       3168 |                 sentence_transformers.readers
import time:        22 |       3190 |               sentence_transformers.readers.InputExample
import time:       683 |       3873 |             sentence_transformers.datasets.DenoisingAutoEncoderDataset
import time:       394 |        394 |             sentence_transformers.datasets.NoDuplicatesDataLoader
import time:      1000 |       1000 |                         sentence_transformers.models.Module
import time:       444 |       1444 |                       sentence_transformers.models.InputModule
import time:       577 |        577 |                           sentence_transformers.models.tokenizer.WordTokenizer
import time:       687 |       1263 |                         sentence_transformers.models.tokenizer.PhraseTokenizer
import time:       466 |        466 |                         sentence_transformers.models.tokenizer.WhitespaceTokenizer
import time:       547 |       2276 |                       sentence_transformers.models.tokenizer
import time:       719 |       4438 |                     sentence_transformers.models.BoW
import time:       493 |        493 |                       sentence_transformers.models.Router
import time:       492 |        985 |                     sentence_transformers.models.CLIPModel
import time:       473 |        473 |                     sentence_transformers.models.CNN
import time:       494 |        494 |                     sentence_transformers.models.Dense
import time:       446 |        446 |                     sentence_transformers.models.Dropout
import time:       438 |        438 |                     sentence_transformers.models.LayerNorm
import time:       640 |        640 |                     sentence_transformers.models.LSTM
import time:       462 |        462 |                     sentence_transformers.models.Normalize
import time:       501 |        501 |                     sentence_transformers.models.Pooling
import time:       528 |        528 |                     sentence_transformers.models.StaticEmbedding
import time:       725 |        725 |                       transformers.onnx
import time:       645 |        645 |                       transformers.onnx.utils
import time:      9819 |      11188 |                     sentence_transformers.models.Transformer
import time:       490 |        490 |                     sentence_transformers.models.WeightedLayerPooling
import time:       631 |        631 |                     sentence_transformers.models.WordEmbeddings
import time:       439 |        439 |                     sentence_transformers.models.WordWeights
import time:       730 |      22877 |                   sentence_transformers.models
import time:      8865 |      31742 |                 sentence_transformers.model_card
import time:       587 |        587 |                 sentence_transformers.similarity_functions
import time:       468 |        468 |                     sentence_transformers.evaluation.SentenceEvaluator
import time:      1003 |       1470 |                   sentence_transformers.evaluation.BinaryClassificationEvaluator
import time:       588 |        588 |                   sentence_transformers.evaluation.EmbeddingSimilarityEvaluator
import time:       495 |        495 |                   sentence_transformers.evaluation.InformationRetrievalEvaluator
import time:       463 |        463 |                   sentence_transformers.evaluation.LabelAccuracyEvaluator
import time:       462 |        462 |                   sentence_transformers.evaluation.MSEEvaluator
import time:       420 |        420 |                   sentence_transformers.evaluation.MSEEvaluatorFromDataFrame
import time:       565 |        565 |                   sentence_transformers.evaluation.NanoBEIREvaluator
import time:       499 |        499 |                   sentence_transformers.evaluation.ParaphraseMiningEvaluator
import time:       450 |        450 |                   sentence_transformers.evaluation.RerankingEvaluator
import time:       425 |        425 |                   sentence_transformers.evaluation.SequentialEvaluator
import time:       388 |        388 |                   sentence_transformers.evaluation.SimilarityFunction
import time:       669 |        669 |                   sentence_transformers.evaluation.TranslationEvaluator
import time:       511 |        511 |                   sentence_transformers.evaluation.TripletEvaluator
import time:       852 |       8252 |                 sentence_transformers.evaluation
import time:       465 |        465 |                   sentence_transformers.datasets.SentenceLabelDataset
import time:       449 |        449 |                   sentence_transformers.model_card_templates
import time:      1667 |       2580 |                 sentence_transformers.fit_mixin
import time:       498 |        498 |                 sentence_transformers.peft_mixin
import time:       502 |        502 |                 sentence_transformers.quantization
import time:      1024 |      45182 |               sentence_transformers.SentenceTransformer
import time:       467 |      45649 |             sentence_transformers.datasets.ParallelSentencesDataset
import time:       477 |        477 |             sentence_transformers.datasets.SentencesDataset
import time:       707 |      51098 |           sentence_transformers.datasets
import time:        29 |      51126 |         sentence_transformers.datasets.NoDuplicatesDataLoader
import time:      3931 |      76559 |       sentence_transformers.cross_encoder.fit_mixin
import time:      2856 |       2856 |       sentence_transformers.cross_encoder.model_card
import time:       581 |        581 |       sentence_transformers.cross_encoder.util
import time:    687177 |    1673297 |     sentence_transformers.cross_encoder.CrossEncoder
import time:      4393 |       4393 |           transformers.data.data_collator
import time:       701 |        701 |           transformers.data.metrics
import time:      1325 |       1325 |               transformers.data.processors.utils
import time:      1032 |       2356 |             transformers.data.processors.glue
import time:      3843 |       3843 |                 transformers.models.bert
import time:       998 |       4841 |               transformers.models.bert.tokenization_bert
import time:       728 |       5568 |             transformers.data.processors.squad
import time:       639 |        639 |             transformers.data.processors.xnli
import time:       566 |       9128 |           transformers.data.processors
import time:       685 |      14906 |         transformers.data
import time:        18 |      14924 |       transformers.data.data_collator
import time:      1036 |       1036 |         sentence_transformers.data_collator
import time:       859 |       1894 |       sentence_transformers.cross_encoder.data_collator
import time:       718 |        718 |         sentence_transformers.cross_encoder.losses.BinaryCrossEntropyLoss
import time:       475 |        475 |           sentence_transformers.cross_encoder.losses.MultipleNegativesRankingLoss
import time:       529 |       1004 |         sentence_transformers.cross_encoder.losses.CachedMultipleNegativesRankingLoss
import time:       429 |        429 |         sentence_transformers.cross_encoder.losses.CrossEntropyLoss
import time:       604 |        604 |         sentence_transformers.cross_encoder.losses.LambdaLoss
import time:       542 |        542 |           sentence_transformers.cross_encoder.losses.PListMLELoss
import time:       586 |       1128 |         sentence_transformers.cross_encoder.losses.ListMLELoss
import time:       572 |        572 |         sentence_transformers.cross_encoder.losses.ListNetLoss
import time:       464 |        464 |         sentence_transformers.cross_encoder.losses.MarginMSELoss
import time:       658 |        658 |         sentence_transformers.cross_encoder.losses.MSELoss
import time:       467 |        467 |         sentence_transformers.cross_encoder.losses.RankNetLoss
import time:       707 |       6747 |       sentence_transformers.cross_encoder.losses
import time:       886 |        886 |           transformers.feature_extraction_utils
import time:       589 |       1475 |         transformers.feature_extraction_sequence_utils
import time:       632 |        632 |         transformers.hyperparameter_search
import time:       775 |        775 |           transformers.image_processing_base
import time:       627 |       1401 |         transformers.image_processing_utils
import time:       449 |        449 |         transformers.integrations.tpu
import time:      4162 |       4162 |           transformers.trainer_pt_utils
import time:       623 |       4785 |         transformers.optimization
import time:       762 |        762 |           transformers.audio_utils
import time:      1325 |       1325 |           transformers.video_utils
import time:       606 |        606 |           transformers.utils.deprecation
import time:      6141 |       8833 |         transformers.processing_utils
import time:       818 |        818 |             sentence_transformers.losses.CoSENTLoss
import time:       565 |        565 |               sentence_transformers.losses.CachedGISTEmbedLoss
import time:       582 |        582 |               sentence_transformers.losses.CachedMultipleNegativesRankingLoss
import time:       553 |        553 |               sentence_transformers.losses.CachedMultipleNegativesSymmetricRankingLoss
import time:       534 |       2233 |             sentence_transformers.losses.AdaptiveLayerLoss
import time:       474 |        474 |             sentence_transformers.losses.AnglELoss
import time:       490 |        490 |               sentence_transformers.losses.BatchHardTripletLoss
import time:       464 |        954 |             sentence_transformers.losses.BatchAllTripletLoss
import time:       463 |        463 |             sentence_transformers.losses.BatchHardSoftMarginTripletLoss
import time:       482 |        482 |             sentence_transformers.losses.BatchSemiHardTripletLoss
import time:       488 |        488 |             sentence_transformers.losses.ContrastiveLoss
import time:       697 |        697 |             sentence_transformers.losses.ContrastiveTensionLoss
import time:       817 |        817 |             sentence_transformers.losses.CosineSimilarityLoss
import time:       584 |        584 |             sentence_transformers.losses.DenoisingAutoEncoderLoss
import time:       486 |        486 |             sentence_transformers.losses.DistillKLDivLoss
import time:       448 |        448 |             sentence_transformers.losses.GISTEmbedLoss
import time:       454 |        454 |             sentence_transformers.losses.MarginMSELoss
import time:       524 |        524 |               sentence_transformers.losses.MatryoshkaLoss
import time:       443 |        967 |             sentence_transformers.losses.Matryoshka2dLoss
import time:       488 |        488 |             sentence_transformers.losses.MegaBatchMarginLoss
import time:       450 |        450 |             sentence_transformers.losses.MSELoss
import time:       425 |        425 |             sentence_transformers.losses.MultipleNegativesRankingLoss
import time:       505 |        505 |             sentence_transformers.losses.MultipleNegativesSymmetricRankingLoss
import time:       559 |        559 |             sentence_transformers.losses.OnlineContrastiveLoss
import time:       510 |        510 |             sentence_transformers.losses.SoftmaxLoss
import time:       768 |        768 |             sentence_transformers.losses.TripletLoss
import time:      1228 |      15290 |           sentence_transformers.losses
import time:        32 |      15321 |         sentence_transformers.losses.CoSENTLoss
import time:      4629 |      37523 |       sentence_transformers.trainer
import time:      1697 |      62783 |     sentence_transformers.cross_encoder.trainer
import time:       566 |    1736645 |   sentence_transformers.cross_encoder
import time:       499 |        499 |   sentence_transformers.LoggingHandler
import time:       901 |        901 |         sentence_transformers.sparse_encoder.models.MLMTransformer
import time:       555 |        555 |         sentence_transformers.sparse_encoder.models.SparseAutoEncoder
import time:       523 |        523 |         sentence_transformers.sparse_encoder.models.SparseStaticEmbedding
import time:       471 |        471 |         sentence_transformers.sparse_encoder.models.SpladePooling
import time:       779 |       3228 |       sentence_transformers.sparse_encoder.models
import time:      1662 |       4890 |     sentence_transformers.sparse_encoder.model_card
import time:       746 |        746 |     sentence_transformers.sparse_encoder.SparseEncoder
import time:       418 |        418 |                   sentence_transformers.sparse_encoder.losses.SparseMultipleNegativesRankingLoss
import time:       742 |       1159 |                 sentence_transformers.sparse_encoder.losses.CSRLoss
import time:       431 |        431 |                 sentence_transformers.sparse_encoder.losses.FlopsLoss
import time:       422 |        422 |                   sentence_transformers.sparse_encoder.losses.SparseCoSENTLoss
import time:       435 |        857 |                 sentence_transformers.sparse_encoder.losses.SparseAnglELoss
import time:       441 |        441 |                 sentence_transformers.sparse_encoder.losses.SparseCosineSimilarityLoss
import time:       451 |        451 |                 sentence_transformers.sparse_encoder.losses.SparseDistillKLDivLoss
import time:       515 |        515 |                 sentence_transformers.sparse_encoder.losses.SparseMarginMSELoss
import time:       467 |        467 |                 sentence_transformers.sparse_encoder.losses.SparseMSELoss
import time:       414 |        414 |                 sentence_transformers.sparse_encoder.losses.SparseTripletLoss
import time:       449 |        449 |                 sentence_transformers.sparse_encoder.losses.SpladeLoss
import time:       701 |       5882 |               sentence_transformers.sparse_encoder.losses
import time:        24 |       5906 |             sentence_transformers.sparse_encoder.losses.SpladeLoss
import time:      7646 |       7646 |             sentence_transformers.sparse_encoder.training_args
import time:       846 |      14397 |           sentence_transformers.sparse_encoder.callbacks.splade_callbacks
import time:       531 |      14927 |         sentence_transformers.sparse_encoder.callbacks
import time:        28 |      14955 |       sentence_transformers.sparse_encoder.callbacks.splade_callbacks
import time:       918 |        918 |       sentence_transformers.sparse_encoder.data_collator
import time:      1582 |      17455 |     sentence_transformers.sparse_encoder.trainer
import time:       585 |      23674 |   sentence_transformers.sparse_encoder
import time:      1965 |    5581979 | sentence_transformers
import time:       838 |        838 | transformers.activations
import time:       838 |        838 | transformers.modeling_attn_mask_utils
import time:     14519 |      14519 |   transformers.modeling_outputs
import time:      3854 |      18373 | transformers.modeling_layers
2026-01-30 18:43:20,085 INFO vector_inspector: [ChromaDB] Using sentence-transformer model 'all-MiniLM-L6-v2' for 384d embeddings
import time:       572 |        572 | vector_inspector.utils.lazy_imports
import time:      1051 |       1051 |         sklearn.neighbors._partition_nodes
import time:      4429 |       5480 |       sklearn.neighbors._ball_tree
import time:      6527 |       6527 |         sklearn.neighbors._kd_tree
import time:      7622 |      14149 |       sklearn.neighbors._base
import time:      2728 |       2728 |         sklearn.utils.arrayfuncs
import time:      5660 |       8387 |       sklearn.neighbors._classification
import time:      2705 |       2705 |         sklearn.neighbors._unsupervised
import time:      3983 |       6688 |       sklearn.neighbors._graph
import time:      3268 |       3268 |       sklearn.neighbors._kde
import time:      3682 |       3682 |       sklearn.neighbors._lof
import time:      2377 |       2377 |                   sklearn.utils._random
import time:      2241 |       4617 |                 sklearn.utils._seq_dataset
import time:      6059 |      10676 |               sklearn.linear_model._base
import time:      6252 |       6252 |               sklearn.linear_model._bayes
import time:     12803 |      12803 |                     sklearn.model_selection._split
import time:      5247 |      18049 |                   sklearn.model_selection._classification_threshold
import time:     13153 |      13153 |                     sklearn.model_selection._validation
import time:      4462 |      17614 |                   sklearn.model_selection._plot
import time:      3498 |       3498 |                     sklearn.utils.random
import time:     12522 |      16020 |                   sklearn.model_selection._search
import time:      2758 |      54438 |                 sklearn.model_selection
import time:      2864 |       2864 |                 sklearn.linear_model._cd_fast
import time:      9971 |      67273 |               sklearn.linear_model._coordinate_descent
import time:      3898 |       3898 |                         sklearn._loss._loss
import time:      4298 |       4298 |                         sklearn._loss.link
import time:      5910 |      14105 |                       sklearn._loss.loss
import time:      2568 |      16673 |                     sklearn._loss
import time:        43 |      16716 |                   sklearn._loss.loss
import time:      4342 |       4342 |                   sklearn.utils.optimize
import time:      5193 |       5193 |                   sklearn.linear_model._linear_loss
import time:      5607 |       5607 |                   sklearn.linear_model._glm._newton_solver
import time:      5075 |      36930 |                 sklearn.linear_model._glm.glm
import time:      3131 |      40061 |               sklearn.linear_model._glm
import time:      3275 |       3275 |               sklearn.linear_model._huber
import time:      9358 |       9358 |               sklearn.linear_model._least_angle
import time:      3942 |       3942 |                     sklearn.svm._bounds
import time:      2826 |       2826 |                         sklearn.svm._liblinear
import time:      2415 |       2415 |                         sklearn.svm._libsvm
import time:      2519 |       2519 |                         sklearn.svm._libsvm_sparse
import time:      7692 |      15450 |                       sklearn.svm._base
import time:      5780 |      21229 |                     sklearn.svm._classes
import time:      3030 |      28201 |                   sklearn.svm
import time:        27 |      28228 |                 sklearn.svm._base
import time:      1175 |       1175 |                   sklearn.linear_model._sag_fast
import time:      2875 |       4049 |                 sklearn.linear_model._sag
import time:      9773 |      42050 |               sklearn.linear_model._logistic
import time:      5918 |       5918 |               sklearn.linear_model._omp
import time:      1089 |       1089 |                     sklearn.utils._weight_vector
import time:      2719 |       3808 |                   sklearn.linear_model._sgd_fast
import time:     10234 |      14041 |                 sklearn.linear_model._stochastic_gradient
import time:      3451 |      17491 |               sklearn.linear_model._passive_aggressive
import time:      3049 |       3049 |               sklearn.linear_model._perceptron
import time:      2974 |       2974 |               sklearn.linear_model._quantile
import time:      4906 |       4906 |               sklearn.linear_model._ransac
import time:     13403 |      13403 |               sklearn.linear_model._ridge
import time:      4633 |       4633 |               sklearn.linear_model._theil_sen
import time:      3303 |     234617 |             sklearn.linear_model
import time:      8860 |     243477 |           sklearn.decomposition._dict_learning
import time:      4299 |       4299 |           sklearn.decomposition._factor_analysis
import time:      5274 |       5274 |           sklearn.decomposition._fastica
import time:      3313 |       3313 |             sklearn.decomposition._base
import time:     12257 |      15570 |           sklearn.decomposition._incremental_pca
import time:      2559 |       2559 |             sklearn.utils._arpack
import time:      5030 |       7588 |           sklearn.decomposition._kernel_pca
import time:      1913 |       1913 |             sklearn.decomposition._online_lda_fast
import time:      6853 |       8766 |           sklearn.decomposition._lda
import time:      1541 |       1541 |             sklearn.decomposition._cdnmf_fast
import time:     15478 |      17019 |           sklearn.decomposition._nmf
import time:      6132 |       6132 |           sklearn.decomposition._pca
import time:      5680 |       5680 |           sklearn.decomposition._sparse_pca
import time:      4215 |       4215 |           sklearn.decomposition._truncated_svd
import time:      3260 |     321275 |         sklearn.decomposition
import time:      4564 |     325839 |       sklearn.neighbors._nca
import time:      3890 |       3890 |                 sklearn.covariance._empirical_covariance
import time:      6098 |       9988 |               sklearn.covariance._robust_covariance
import time:      3691 |      13678 |             sklearn.covariance._elliptic_envelope
import time:      7057 |       7057 |             sklearn.covariance._graph_lasso
import time:      4323 |       4323 |             sklearn.covariance._shrunk_covariance
import time:      3123 |      28180 |           sklearn.covariance
import time:      6996 |      35176 |         sklearn.discriminant_analysis
import time:      4872 |      40047 |       sklearn.neighbors._nearest_centroid
import time:      4074 |       4074 |       sklearn.neighbors._regression
import time:      2769 |     414379 |     sklearn.neighbors
import time:      2221 |       2221 |       numba._version
import time:      2253 |       2253 |         numba.misc
import time:      2969 |       5222 |       numba.misc.init_utils
import time:      1911 |       1911 |       numba.core
import time:      2035 |       2035 |             llvmlite._version
import time:      3692 |       5726 |           llvmlite
import time:      2192 |       2192 |               llvmlite.binding.common
import time:      2075 |       2075 |               llvmlite.utils
import time:      5807 |      10073 |             llvmlite.binding.ffi
import time:     71077 |      81150 |           llvmlite.binding.dylib
import time:      2489 |       2489 |               llvmlite.binding.initfini
import time:      3159 |       3159 |               llvmlite.binding.config
import time:      4834 |      10481 |             llvmlite.binding.targets
import time:      2914 |       2914 |             llvmlite.binding.object_file
import time:      4360 |      17754 |           llvmlite.binding.executionengine
import time:      2571 |       2571 |           llvmlite.binding.linker
import time:      3332 |       3332 |                     llvmlite.ir._utils
import time:      7300 |      10631 |                   llvmlite.ir.types
import time:      9111 |       9111 |                   llvmlite.ir.values
import time:      2087 |       2087 |                     llvmlite.ir.context
import time:      3990 |       6076 |                   llvmlite.ir.module
import time:      9018 |       9018 |                     llvmlite.ir.instructions
import time:      7319 |      16337 |                   llvmlite.ir.builder
import time:      2665 |       2665 |                   llvmlite.ir.transforms
import time:      2247 |      47066 |                 llvmlite.ir
import time:      4102 |      51168 |               llvmlite.binding.typeref
import time:      5952 |      57119 |             llvmlite.binding.value
import time:      2593 |       2593 |             llvmlite.binding.context
import time:      4107 |      63817 |           llvmlite.binding.module
import time:      2043 |       2043 |           llvmlite.binding.options
import time:      7914 |       7914 |           llvmlite.binding.newpassmanagers
import time:      2799 |       2799 |           llvmlite.binding.analysis
import time:      3689 |       3689 |           llvmlite.binding.orcjit
import time:      2349 |     189808 |         llvmlite.binding
import time:      6109 |     195916 |       numba.core.config
import time:      6786 |       6786 |         numba.core.utils
import time:      5122 |       5122 |         numba.core.types.abstract
import time:      6354 |       6354 |             numba.core.errors
import time:      2828 |       9181 |           numba.core.types.common
import time:      3587 |       3587 |               numba.core.typeconv.castgraph
import time:      2198 |       5784 |             numba.core.typeconv
import time:      3153 |       3153 |               numba.core.consts
import time:     12987 |      16140 |             numba.core.ir
import time:      6083 |      28006 |           numba.core.types.misc
import time:      9197 |      46383 |         numba.core.types.containers
import time:      7325 |       7325 |         numba.core.types.functions
import time:      3002 |       3002 |         numba.core.types.iterators
import time:      6386 |       6386 |         numba.core.types.npytypes
import time:      2136 |       2136 |           numba.np
import time:      3525 |       3525 |           numba.np.npdatetime_helpers
import time:      4221 |       9882 |         numba.core.types.scalars
import time:      4155 |       4155 |         numba.core.types.function_type
import time:      4333 |      93370 |       numba.core.types
import time:      1646 |       1646 |                   numba.core.typeconv._typeconv
import time:      2759 |       4404 |                 numba.core.typeconv.typeconv
import time:      6832 |      11235 |               numba.core.typeconv.rules
import time:      3789 |       3789 |                 numba.core.targetconfig
import time:      3624 |       3624 |                 numba.core.cpu_options
import time:      9758 |      17170 |               numba.core.typing.templates
import time:      3019 |       3019 |                           numba.core.datamodel.manager
import time:      3476 |       3476 |                           numba.core.datamodel.packer
import time:      2274 |       2274 |                           numba.core.datamodel.registry
import time:     11409 |      11409 |                           numba.core.datamodel.models
import time:      2434 |      22610 |                         numba.core.datamodel
import time:        25 |      22634 |                       numba.core.datamodel.models
import time:      4904 |      27537 |                     numba.core.debuginfo
import time:      8568 |      36105 |                   numba.core.cgutils
import time:      6611 |      42715 |                 numba.np.numpy_support
import time:      4508 |      47223 |               numba.core.typing.typeof
import time:      7079 |      82706 |             numba.core.typing.context
import time:      2291 |      84996 |           numba.core.typing
import time:        36 |      85032 |         numba.core.typing.typeof
